,address1,address2,MLS Number,sale_price,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size
81,416 A Street,"Creighton, MO 64739",2183191,91000,Creighton,Other,Single Family,Ranch,3,1,1,1990,1108.0,Public Record,0,Public Record,1 ac,Sherwood,0,,0,Crawl Space,1,"Frame, Lap",Traditional,Composition,"Acreage, City Limits",0,1,,1,"Forced Air Gas, Propane Gas",Central Electric,City/Public,City/Public,64739,1.0
82,201 N Ohio Street,"Archie, MO 64725",2202590,92000,Archie,High School Add,Single Family,Ranch,2,1,0,1945,832.0,Public Record,0,Public Record,"5,900",Archie,0,,0,"Crawl Space, Slab",0,Metal Siding,Traditional,Composition,"City Limits, Corner Lot",0,1,"Pub Maint, Paved",1,Central Electric,Central Electric,City/Public - Verify,City/Public,64725,0.13544536271809
83,903 2nd Street,"Belton, MO 64012",2190800,92500,Belton,Orig Belton,Single Family,Bungalow,2,1,0,1940,952.0,Public Record,0,Public Record,"12,864",Belton,0,,1,Partial,1,Board/Batten,Traditional,Composition,Corner Lot,0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.2953168044077135
84,1206 N Mullen Street,"Raymore, MO 64083",2223072,93000,Raymore,Mullendike,Single Family,Ranch,2,1,0,1968,912.0,Public Record,0,Public Record,19040,Raymore-Peculiar,0,,1,"Concrete, Full, Walk Out",1,Frame,Traditional,Composition,Level,0,0,,1,Natural Gas,Central Electric,City/Public,City/Public,64083,0.43709825528007346
85,38608 E Gunn City Road,"Garden City, MO 64747",2201059,94900,Garden City,Other,Single Family,1.5 Stories,4,2,0,1994,2081.0,Public Record,0,Agent,5 ac,Harrisonville,0,,1,"Full, Walk Out",1,Frame,Traditional,Composition,Acreage,0,-1,"Pub Maint, Gravel",1,"Forced Air Gas, Propane Gas",Central Electric,Rural,Septic,64747,5.0
86,215 W North Avenue,"Belton, MO 64012",2216526,95000,Belton,Scott & Colberns,Single Family,Bungalow,2,1,0,1952,870.0,RPR,0,RPR,8265,Belton,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Corner Lot, Treed",0,1,"Pub Maint, Paved",0,Forced Air Gas,Window Unit(s),City/Public,City/Public,64012,0.18973829201101927
87,17104 Monte Verde Drive,"Belton, MO 64012",2172010,95000,Belton,West Belton,Single Family,Ranch,3,1,0,1957,760.0,Public Record,0,Public Record,"18,480",Belton,0,,1,"Crawl Space, Inside Entrance, Partial",1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.42424242424242425
88,215 W North Avenue,"Belton, MO 64012",2216526,95000,Belton,Scott & Colberns,Single Family,Bungalow,2,1,0,1952,870.0,RPR,0,RPR,8265,Belton,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Corner Lot, Treed",0,1,"Pub Maint, Paved",0,Forced Air Gas,Window Unit(s),City/Public,City/Public,64012,0.18973829201101927
89,304 Baldwin Street,"Belton, MO 64012",2168906,95000,Belton,Lacy Estates,Single Family,Ranch,3,1,1,1955,888.0,Public Record,0,Other,"9,380",Belton,0,,1,"Concrete, Full, Walk Out",0,Vinyl Siding,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.21533516988062443
90,101 S F Highway,"Garden City, MO 64747",2164879,95000,Garden City,Gross Add,Single Family,Ranch,4,1,0,1990,1008.0,Public Record,0,Agent,.52 ac,Sherwood,0,,1,Block,0,Board/Batten,,Composition,,0,0,,1,Central Electric,Central Electric,City/Public,City/Public,64747,0.52
91,37107 E 179th Street,"Pleasant Hill, MO 64080",2184812,95000,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1964,1296.0,Other,0,Other,2 ac,Pleasant Hill,1,Living Room,1,"Full, Not Finished, Walk Out",1,Lap,Traditional,Composition,"Acreage, Pond(s)",0,0,,1,Propane Gas,Attic Fan,Cistern,Septic,64080,2.0
92,219 N Randolph Street,"Pleasant Hill, MO 64080",2200044,95000,Pleasant Hill,Millers Second,Single Family,Ranch,2,2,0,1990,1024.0,RPR,1024,RPR,8400,Pleasant Hill,0,,1,"Finished, Full, Walk Out",1,Vinyl Siding,Traditional,Composition,City Lot,0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64080,0.1928374655647383
93,3 Eavey Circle,"Harrisonville, MO 64701",2169504,97000,Harrisonville,Eavey Circle,Single Family,1.5 Stories,2,1,0,1955,1544.0,Public Record,0,Public Record,.23 ac,Harrisonville,0,,0,Slab,1,"Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.23
95,700 West Street,"Harrisonville, MO 64701",2214127,97900,Harrisonville,Christopher Add,Single Family,Ranch,2,1,0,1900,884.0,Public Record,0,Public Record,11592,Harrisonville,0,,0,Crawl Space,0,Frame,Traditional,Composition,"City Limits, City Lot, Level",0,1,"Pub Maint, Paved",0,Forced Air Gas,Window Unit(s),City/Public,City/Public,64701,0.26611570247933886
96,703 Green Street,"Harrisonville, MO 64701",2197283,98000,Harrisonville,Jacks Add,Single Family,Bungalow,2,2,0,1940,1232.0,Public Record,0,Public Record,.45 ac,Harrisonville,1,Family Room,1,"Concrete, Full, Inside Entrance",1,"Frame, Lap",Traditional,Composition,"Corner Lot, Estate Lot",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.45
97,402 W Innes Street,"Pleasant Hill, MO 64080",2230416,99000,Pleasant Hill,Strasburg,Single Family,Ranch,2,1,0,1978,728.0,Public Record,0,Public Record,100X125,Pleasant Hill,0,,0,Crawl Space,1,Cedar,Traditional,Composition,,0,1,Pub Maint,1,Central Electric,Central Electric,City/Public - Verify,Septic,64080,0.2869605142332415
98,507 Margaret Lane,"Belton, MO 64012",2167876,99000,Belton,Tierney,Single Family,Ranch,2,1,1,1990,912.0,Public Record,0,Public Record,9520,Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Limits, Treed",0,1,Pub Maint,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,64012,0.21854912764003673
99,604 Jennifer Lane,"Garden City, MO 64747",2203414,99800,Garden City,Ky Le Vista Estates,Single Family,Ranch,3,1,1,1973,1400.0,Owner,0,Other,130X95,Sherwood,1,Wood Burning,0,,0,Vinyl Siding,Traditional,Composition,,0,0,,1,"Central Electric, Heat Pump","Attic Fan, Central Electric",City/Public,City/Public,64747,0.28351698806244263
100,17249 Chestnut Drive,"Belton, MO 64012",2218435,100000,Belton,West Belton,Single Family,Ranch,4,1,0,1980,912.0,Public Record,0,Public Record,"15,714",Belton,0,,0,Slab,0,Wood Siding,Traditional,Composition,"City Lot, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.36074380165289255
101,104 W 4th Street,"Freeman, MO 64746",2169861,100000,Freeman,Freeman,Single Family,Ranch,2,1,0,1950,791.0,Public Record,0,Other,16920,Cass-Midway,0,,1,"Inside Entrance, Not Finished, Partial",0,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,,0,Baseboard,Window Unit(s),City/Public - Verify,City/Public,64746,0.3884297520661157
102,302 N Jeffreys Street,"Pleasant Hill, MO 64080",2155078,101500,Pleasant Hill,Millers Second,Single Family,Bungalow,4,1,0,1883,1692.0,Public Record,0,,91X140,Pleasant Hill,1,"Great Room, Wood Burn Stove",1,"Cellar, Partial",0,Frame,"Traditional, Victorian",Composition,"City Lot, Corner Lot",0,1,Paved,1,"Forced Air Gas, Wood Burn Aux",Central Electric,City/Public,City/Public,64080,0.2924701561065197
103,3 Belmo Drive,"Belton, MO 64012",2223053,102000,Belton,Belmo Gardens,Single Family,Ranch,3,1,0,1954,960.0,Public Record,0,Public Record,6000,Belton,0,,0,,0,Block,Traditional,Composition,,0,0,,0,Central Gas,Central Gas,City/Public,City/Public,64012,0.13774104683195593
104,3 Belmo Drive,"Belton, MO 64012",2223053,102000,Belton,Belmo Gardens,Single Family,Ranch,3,1,0,1954,960.0,Public Record,0,Public Record,6000,Belton,0,,0,,0,Block,Traditional,Composition,,0,0,,0,Central Gas,Central Gas,City/Public,City/Public,64012,0.13774104683195593
105,305 Spruce Street,"Garden City, MO 64747",2188785,102000,Garden City,Gross Add,Single Family,Bungalow,2,1,0,1930,1100.0,Public Record,0,Public Record,78X180,Sherwood,0,,0,Crawl Space,0,"Metal Siding, Vinyl Siding",Traditional,Composition,"City Limits, City Lot, Level, Treed",0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64747,0.32231404958677684
107,102 Holden Street,"East Lynne, MO 64743",2160867,102500,East Lynne,Other,Single Family,Ranch,4,2,0,1935,1508.0,Public Record,0,Other,104X120,Harrisonville,0,,0,Slab,0,Wood Siding,Traditional,Metal,"City Lot, Corner Lot, Treed",0,1,Pub Maint,1,Central Electric,Central Electric,City/Public,City/Public,64743,0.2865013774104683
108,10 S 5th Street,"Cleveland, MO 64734",2215086,103000,Cleveland,Other,Single Family,Ranch,3,1,0,1971,1040.0,Public Record,0,Other,.448 ac,Cass-Midway,0,,1,"Concrete, Full, Inside Entrance",1,Board/Batten,,Composition,,0,1,Pub Maint,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64734,0.448
109,34411 S Butcher Road,"Archie, MO 64725",2203784,103000,Archie,Other,Single Family,Ranch,1,1,0,1982,1220.0,Public Record,0,Public Record,5 ac,Archie,1,Living Room,1,Partial,0,Frame,Traditional,Composition,"Acreage, Pond(s), Wooded",0,0,,1,Forced Air Electric,Central Electric,City/Public,Septic,64725,5.0
110,400 N Harrison Street,"Freeman, MO 64746",2192922,103000,Freeman,Freeman,Single Family,Bungalow,2,1,0,1900,1327.0,Public Record,0,Other,"15,240",Cass-Midway,0,,0,"Block, Crawl Space",1,Frame,Contemporary,Metal,"City Limits, City Lot, Corner Lot, Treed",0,1,,1,"Central Gas, Forced Air Gas",2 or More,City/Public,City/Public,64746,0.349862258953168
111,709 S Oakland Street,"Harrisonville, MO 64701",2200395,103000,Harrisonville,Logan Subdivision,Single Family,Bungalow,3,2,0,1915,928.0,Public Record,0,Public Record,73X185,Harrisonville,0,,1,"Block, Partial",1,Frame,Traditional,Composition,City Lot,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.3100321395775941
112,1403 Blueberry Drive,"Harrisonville, MO 64701",2193730,103000,Harrisonville,Parkwood East,Single Family,Split Entry,3,2,0,1970,1052.0,Public Record,438,Public Record,75X120,Harrisonville,0,"Basement, Wood Burn Stove",1,Concrete,1,Vinyl Siding,Other,Composition,,0,1,Pub Maint,1,"Central Electric, Wood Burn Stove",Central Electric,City/Public,City/Public,64701,0.2066115702479339
113,204 S Washington Street,"Freeman, MO 64746",2217945,105000,Freeman,Freeman,Single Family,Bungalow,3,2,0,1910,1084.0,Public Record,0,Public Record,10800,Cass-Midway,0,,0,Crawl Space,0,Frame,,Composition,"City Lot, Level, Treed",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64746,0.24793388429752067
114,123 Hollywood Boulevard,"Belton, MO 64012",2202099,105000,Belton,Georgia Lane,Single Family,Ranch,2,1,0,1954,768.0,Other,0,Other,"9,620",Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.22084481175390266
115,1605 S Independence Street,"Harrisonville, MO 64701",2217501,105000,Harrisonville,Other,Single Family,Ranch,3,1,0,1955,1032.0,Public Record,0,Public Record,75X190,Harrisonville,0,,0,"Crawl Space, Slab",1,"Frame, Vinyl Siding",Traditional,Composition,"City Lot, Corner Lot",1,0,Pub Maint,1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.3271349862258953
116,123 Hollywood Boulevard,"Belton, MO 64012",2202099,105000,Belton,Georgia Lane,Single Family,Ranch,2,1,0,1954,768.0,Other,0,Other,"9,620",Belton,0,,0,Crawl Space,1,Vinyl Siding,Traditional,Composition,"City Lot, Level, Treed",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.22084481175390266
117,400 E Chestnut Street,"Harrisonville, MO 64701",2189290,105000,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,2,0,1913,1224.0,Public Record,0,Public Record,90X148,Harrisonville,0,,0,Crawl Space,1,Wood Siding,Traditional,Composition,"City Lot, Level, Treed",0,1,Pub Maint,1,Natural Gas,Central Gas,City/Public,City/Public,64701,0.30578512396694213
118,210 N Ohio Street,"Archie, MO 64725",2164817,105000,Archie,Archie,Single Family,Ranch,2,1,0,1979,988.0,Public Record,0,Public Record,15000,Archie,0,,1,Full,0,Frame,Traditional,Composition,City Lot,0,0,,1,Heat Pump,"Attic Fan, Central Electric",City/Public,City/Public,64725,0.3443526170798898
119,201 Gale Street,"Belton, MO 64012",2175281,105000,Belton,Southside Manor,Single Family,Raised Ranch,3,2,1,1955,1275.0,Public Record,400,Public Record,"12,040",Belton,0,,1,"Concrete, Full, Walk Up",1,"Frame, Vinyl Siding",A-Frame,Composition,,0,0,Pub Maint,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.2764003673094582
120,31900 S McClain Road,"Harrisonville, MO 64701",2191368,105000,Harrisonville,Other,Single Family,Ranch,3,2,0,1993,1232.0,Public Record,0,Public Record,2 ac,Archie,0,,1,"Concrete, Full, Other",0,"Frame, Wood Siding",Traditional,Composition,Acreage,0,0,,1,Central Electric,Central Gas,Rural,Septic,64701,2.0
121,17605 Montgall Drive,"Belton, MO 64012",2206326,106500,Belton,West Belton,Single Family,Ranch,3,1,1,1960,1152.0,Public Record,0,Public Record,162X104,Belton,0,,0,Slab,0,Vinyl Siding,Traditional,Composition,Level,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.3867768595041322
122,507 3 Street,"Belton, MO 64012",2189102,107000,Belton,Orig Belton,Single Family,Bungalow,2,1,0,1918,896.0,Public Record,0,Public Record,"6,432",Belton,0,,0,Crawl Space,0,Frame,Traditional,Composition,,0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.14765840220385676
123,105 E South Street,"Harrisonville, MO 64701",2181044,107000,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,1,0,1955,684.0,Public Record,0,Public Record,115X120,Harrisonville,0,,0,,1,Frame,Traditional,Composition,"City Lot, Treed",0,0,,1,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64701,0.3168044077134986
124,207 Colony Avenue,"East Lynne, MO 64743",2205606,107000,East Lynne,Colony Estates,Single Family,Ranch,3,2,0,2003,1276.0,Public Record,0,Other,116X88,East Lynne,0,,0,Slab,1,Vinyl Siding,Traditional,Composition,City Lot,0,0,,1,"Central Electric, Heat Pump",Central Electric,City/Public,City/Public,64743,0.23434343434343435
125,16105 Terry Avenue,"Belton, MO 64012",2206788,107700,Belton,Norman Tracts,Single Family,Ranch,2,1,0,1978,810.0,Public Record,0,Public Record,100X150,Belton,0,,0,Crawl Space,1,"Frame, Vinyl Siding",Traditional,Composition,"City Lot, Level, Treed",0,1,"Pub Maint, Paved",0,Forced Air Gas,Window Unit(s),City/Public,City/Public,64012,0.3443526170798898
126,34809 E 315th Street,"Garden City, MO 64747",2190051,108000,Garden City,Other,Single Family,Bungalow,3,2,0,2000,1404.0,Public Record,0,Other,"204,732",Sherwood,0,,0,Slab,1,Vinyl Siding,Traditional,Composition,"Acreage, City Limits, Level",0,1,Gravel,1,Forced Air Gas,Central Electric,Rural,"Lagoon, Septic",64747,4.7
127,309 Grand Street,"Belton, MO 64012",2167516,108150,Belton,Grand Hill,Single Family,Ranch,3,2,0,1960,1352.0,Public Record,0,Public Record,"5,254",Belton,0,,1,"Full, Stubbed for Bath, Walk Out",0,Board/Batten,Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Natural Gas,Central Gas,City/Public,City/Public,64012,0.12061524334251607
129,17205 Chula Vista Drive,"Belton, MO 64012",2179174,108600,Belton,West Belton,Single Family,1.5 Stories,3,1,0,1961,1530.0,RPR,0,RPR,"18,480",Belton,0,,1,"Block, Concrete, Not Finished",1,Vinyl Siding,Traditional,Composition,,0,1,Pub Maint,1,Central Gas,"Central Electric, Window Unit(s)",City/Public,City/Public,64012,0.42424242424242425
130,1700 Lee Lane,"Pleasant Hill, MO 64080",2172830,109000,Pleasant Hill,Sunnyside Add,Single Family,Raised Ranch,3,1,1,1960,1080.0,Public Record,0,Other,10019,Pleasant Hill,0,,1,"Concrete, Full, Walk Out",1,"Board/Batten, Frame",Traditional,Composition,City Lot,0,1,Paved,1,"Central Gas, Forced Air Gas","Attic Fan, Central Electric",City/Public,City/Public,64080,0.23000459136822773
131,105 W 4th Street,"Peculiar, MO 64078",2163793,109300,Peculiar,Kenwood Estates,Single Family,Raised Ranch,3,2,0,1985,1008.0,,0,,7500,Raymore-Peculiar,0,,1,"Concrete, Garage Entrance, Inside Entrance",1,Vinyl Siding,Traditional,Composition,,0,0,,1,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64078,0.1721763085399449
132,408 Lexington Road,"Pleasant Hill, MO 64080",2206680,109500,Pleasant Hill,Country Club West,Single Family,Ranch,3,2,1,1960,1152.0,Public Record,0,Agent,"11,125",Pleasant Hill,1,Living Room,1,"Concrete, Full",1,"Frame, Vinyl Siding",Traditional,Composition,Corner Lot,0,1,,1,Forced Air Gas,Central Electric,City/Public - Verify,City/Public,64080,0.25539485766758496
133,1808 Parkwood Drive,"Harrisonville, MO 64701",2199705,109900,Harrisonville,Parkwood East,Single Family,Raised Ranch,3,2,0,1990,1066.0,Public Record,480,Agent,.28 ac,Harrisonville,0,,1,Full,1,Frame,Traditional,Composition,"City Lot, Treed",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64701,0.28
134,304 Grand Street,"Belton, MO 64012",2199497,109900,Belton,Grand Hill,Single Family,Ranch,3,2,0,1960,1352.0,Other,0,Other,.3 ac,Belton,0,,0,Crawl Space,0,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",0,0,,1,Central Gas,Central Electric,City/Public,City/Public,64012,0.3
135,200 N Lake Avenue,"Harrisonville, MO 64701",2215293,110000,Harrisonville,Org Town Of Harrisonville,Single Family,Ranch,2,1,0,1950,954.0,Public Record,0,Public Record,"6,600",Harrisonville,0,,0,Crawl Space,0,"Frame, Wood Siding",Traditional,Composition,"City Lot, Level, Treed",0,1,"Pub Maint, Paved",1,Forced Air Gas,Central Electric,City/Public,City/Public,64701,0.15151515151515152
136,313 N Jeffreys Street,"Pleasant Hill, MO 64080",2197829,110000,Pleasant Hill,Millers Second,Single Family,Bungalow,2,1,0,1900,1120.0,Public Record,0,Public Record,50X140,Pleasant Hill,0,,1,"Full, Inside Entrance, Walk Up",1,"Brick & Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Level",0,1,"Pub Maint, Paved",1,"Central Gas, Forced Air Electric",Central Electric,City/Public,City/Public,64080,0.16069788797061524
137,302 S Washington Street,"Raymore, MO 64083",2187934,110000,Raymore,Other,Single Family,Ranch,2,1,0,1951,1107.0,RPR,0,RPR,150X50,Raymore-Peculiar,0,,0,,0,"Block, Lap",Traditional,Composition,"City Lot, Corner Lot, Level, Treed",0,0,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64083,0.1721763085399449
138,112 Monroe Avenue,"Belton, MO 64012",2198465,110000,Belton,Valley High,Single Family,Split Entry,3,2,0,1978,1242.0,Public Record,0,Owner,"8,125",Belton,1,Living Room,1,Partial,1,Wood Siding,Traditional,Composition,City Lot,0,1,,1,Forced Air Gas,Central Electric,City/Public,City/Public,64012,0.18652433425160697
139,207 Brookside Drive,"Belton, MO 64012",2176666,110000,Belton,Lacy Estates,Single Family,Ranch,3,2,0,1963,1112.0,Public Record,0,Public Record,"9,625",Belton,0,,1,"Full, Partial",1,Board/Batten,Traditional,Composition,"City Limits, Treed",0,0,,1,"Central Electric, Forced Air Gas",Central Electric,City/Public,City/Public,64012,0.22095959595959597
140,34100 E 189th Street,"Pleasant Hill, MO 64080",2205942,110000,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1992,1320.0,Public Record,0,Public Record,"217,800",Pleasant Hill,0,,0,Crawl Space,0,Wood Siding,Traditional,Metal,"Acreage, Level, Pond(s)",1,1,Gravel,1,Central Electric,Central Electric,Rural - Verify,Septic,64080,5.0
141,704 N 3rd Street,"Drexel, MO 64742",2159867,110000,Drexel,Stuart City,Single Family,Ranch,3,1,1,1966,1316.0,Public Record,0,Public Record,"15,700",Drexel,0,,1,"Concrete, Full",1,"Lap, Wood Siding",Traditional,Composition,City Lot,0,1,,1,Central Gas,Central Electric,City/Public,City/Public,64742,0.36042240587695135
