,address1,address2,MLS Number,delme,sale_price,County,City,Sub Div,Type,Floor Plan Description,Bdrms,Baths Full,Baths Half,Year Built,Sqft Main,SQFT MAIN SOURCE,Below Grade Finished Sq Ft,Below Grade Finished Sq Ft Source,Lot Size,School District,Fireplace?,Fireplace Description,Basement,Basement Description,Garage/Parking?,Construction,Architecture,Roof,Lot Description,In Floodplain,Inside City Limits,Street Maintenance,Central Air,Heat,Cool,Water,Sewer,zip_code,lot_size2,lot_size3
711,1211 Ashford,"Pleasant Hill, MO 64080",2219594,Map,212000,Cass,Pleasant Hill,Willow Creek,Single Family,Split Entry,4,2,1,2004,1273,Public Record,637,Public Record,80X117,Pleasant Hill,Y,"Electric, Living Room",Y,"Finished, Walk Out",Y,"Board/Batten, Brick Trim",Traditional,Composition,"City Lot, Level",No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64080,TRUE,FALSE
712,907 Horseshoe Drive,"Pleasant Hill, MO 64080",2211889,Map,212000,Cass,Pleasant Hill,Sugarland Estates,Single Family,Atrium Split,3,2,1,1997,1830,Public Record,0,Public Record,.34 ac,Pleasant Hill,Y,Great Room,Y,"Daylight, Not Finished",Y,"Brick Trim, Wood Siding",Traditional,Composition,"City Lot, Treed",No,Yes,"Pub Maint, Paved",Y,Forced Air Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
713,408 Belmont Drive,"Raymore, MO 64083",2198320,Map,212000,Cass,Raymore,Canter Ridge,Single Family,Raised Ranch,3,2,0,1996,1140,RPR,400,Other,"8,750",Raymore-Peculiar,Y,"Gas Starter, Living Room, Wood Burning",Y,"Concrete, Finished, Inside Entrance",Y,Frame,Traditional,Composition,City Lot,No,,,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64083,FALSE,TRUE
714,704 E Pearl Street,"Harrisonville, MO 64701",2217808,Map,212500,Cass,Harrisonville,Org Town Of Harrisonville,Single Family,2 Stories,3,2,1,1940,1571,Public Record,0,Public Record,"16,160",Harrisonville,Y,"Gas Starter, Living Room",Y,Not Finished,Y,"Brick & Frame, Wood Siding",Traditional,Composition,"City Lot, Treed",No,Yes,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
715,306 Shenandoah Drive,"Raymore, MO 64083",2216519,Map,212500,Cass,Raymore,Shiloh Hills,Single Family,Split Entry,3,2,0,2000,1270,Public Record,200,Agent,"8,400",Raymore-Peculiar,Y,Family Room,Y,"Finished, Partial",Y,Wood Siding,Traditional,Composition,,No,,,Y,Heat Pump,Heat Pump,City/Public,City/Public,64083,FALSE,TRUE
716,317 N Park Drive,"Raymore, MO 64083",2207589,Map,212500,Cass,Raymore,Town Center,Single Family,"1.5 Stories, 2 Stories",3,2,1,1987,3314,Public Record,1000,Public Record,"12,015",Raymore-Peculiar,Y,Family Room,Y,"Concrete, Finished",Y,"Stone Trim, Stucco",Traditional,Composition,,,,,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
717,1302 Ridge Tree Lane,"Pleasant Hill, MO 64080",2159714,Map,212500,Cass,Pleasant Hill,Ridge Tree,Single Family,Split Entry,3,3,0,2006,1493,RPR,675,RPR,9966,Pleasant Hill,Y,"Family Room, Gas",Y,"Egress Window, Finished",Y,Frame,Traditional,Composition,"City Limits, Level, Treed",No,Yes,"Pub Maint, Paved",Y,"Central Gas, Heatpump/Gas","Attic Fan, Central Electric",City/Public,City/Public,64080,FALSE,TRUE
718,706 Horseshoe Drive,"Pleasant Hill, MO 64080",2196571,Map,213000,Cass,Pleasant Hill,Sugarland Estates,Single Family,Split Entry,4,2,1,1997,1254,Public Record,576,Public Record,15000,Pleasant Hill,Y,"Great Room, Wood Burning",Y,"Concrete, Finished, Inside Entrance",Y,Frame,Traditional,Composition,City Lot,No,Yes,"Pub Maint, Paved",Y,Central Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
719,601 Fall Creek Drive,"Belton, MO 64012",2223509,Map,213000,Cass,Belton,Autumn Ridge,Single Family,Split Entry,3,2,1,1990,1560,Public Record,521,Public Record,8400,Belton,Y,Living Room,Y,Finished,Y,Wood Siding,Traditional,Composition,,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
720,1921 Parkview Drive,"Raymore, MO 64083",2189146,Map,213000,Cass,Raymore,Ward Park Place,Single Family,"California Split, Front/Back Split",3,2,0,2006,1169,RPR,456,RPR,64X139,Raymore-Peculiar,Y,"Gas, Living Room",Y,"Finished, Walk Out",Y,"Board/Batten, Stone Trim",Traditional,Composition,Level,No,Yes,Paved,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
721,1404 E South Street,"Harrisonville, MO 64701",2183559,Map,213000,Cass,Harrisonville,Other,Single Family,1.5 Stories,4,3,1,1973,3616,Public Record,0,Public Record,.7 ac,Harrisonville,Y,Family Room,Y,"Concrete, Partial, Walk Up",Y,"Brick & Frame, Lap",Traditional,Composition,"City Limits, Level",No,Yes,Pub Maint,Y,Natural Gas,Central Electric,City/Public,Grinder Pump,64701,FALSE,TRUE
722,700 Berkshire Drive,"Belton, MO 64012",2112099,Map,213900,Cass,Belton,Berkshire Estates,Single Family,Split Entry,3,2,1,2018,1200,Builder,450,Builder,8000,Belton,Y,"Gas, Great Room",Y,"Finished, Partial, Walk Out",Y,Wood Siding,,Composition,"City Limits, City Lot",Unknown,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,,FALSE
723,9712 E 222 Street,"Peculiar, MO 64078",2216882,Map,214000,Cass,Peculiar,Setter's Pointe,Single Family,Split Entry,3,2,1,1990,1330,Other,550,Other,71X160,Raymore-Peculiar,Y,Living Room,Y,"Finished, Inside Entrance, Walk Out",Y,"Frame, Wood Siding",Traditional,Composition,City Lot,No,,,Y,Heat Pump,Heat Pump,City/Public,City/Public,64078,TRUE,FALSE
724,111 E Laredo Trail,"Raymore, MO 64083",2214825,Map,214000,Cass,Raymore,Cumberland Hills,Single Family,Front/Back Split,4,3,0,1995,1338,Public Record,588,Public Record,8400,Raymore-Peculiar,Y,"Gas, Living Room",Y,Finished,Y,"Brick & Frame, Wood Siding",Traditional,Composition,City Lot,No,,,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
725,28607 S Bennett Road,"Freeman, MO 64746",2176576,Map,214000,Cass,Freeman,Other,Single Family,1.5 Stories,3,3,0,1984,2142,Public Record,1260,Public Record,"757,944",Cass-Midway,Y,"Dining Room, Kitchen, Living Room, Other",Y,"Concrete, Finished, Full",Y,Wood Siding,A-Frame,Composition,"Acreage, Pond(s), Treed",Unknown,,,Y,Propane Gas,Central Electric,City/Public,Septic,64746,FALSE,TRUE
726,593 Kreisel Drive,"Raymore, MO 64083",2198482,Map,214500,Cass,Raymore,Le Mor Estates,Single Family,"2 Stories, Split Entry",4,3,0,2015,1242,RPR,400,Other,80X122,Raymore-Peculiar,Y,"Gas, Great Room",Y,"Egress Window, Finished",Y,"Frame, Stone Trim",Traditional,Composition,"Cul-De-Sac, Level, Treed, Wooded",No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64083,TRUE,FALSE
727,205 N Sivley Street,"Peculiar, MO 64078",2163008,Map,214900,Cass,Peculiar,Carriage Meadows,Single Family,Ranch,2,2,0,2018,1269,Plans,0,Plans,"5,803",Raymore-Peculiar,N,,Y,"Egress Window, Not Finished, Stubbed for Bath",Y,Wood Siding,Traditional,Composition,,No,Yes,"Pub Maint, Paved",Y,Central Electric,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
728,407 Hargis Lane,"Belton, MO 64012",2222534,Map,215000,Cass,Belton,Hargis Gardens West,Single Family,Side/Side Split,4,2,1,1975,2082,Public Record,250,Other,13600,Belton,Y,"Family Room, Great Room",Y,"Finished, Garage Entrance",Y,Brick & Frame,Traditional,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
729,817 Derby Street,"Raymore, MO 64083",2222379,Map,215000,Cass,Raymore,Canter Ridge,Single Family,Split Entry,3,3,0,2005,1355,Public Record,880,Public Record,"8,520",Raymore-Peculiar,Y,Great Room,Y,"Finished, Walk Out",Y,"Brick Trim, Frame",Traditional,Composition,"Adjoin Greenspace, City Lot, Level",No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
730,7109 E 163rd Terrace,"Belton, MO 64012",2212363,Map,215000,Cass,Belton,Richmond Park,Single Family,Front/Back Split,3,2,1,2007,1288,Public Record,500,Public Record,"8,231",Belton,Y,"Electric, Great Room",Y,"Finished, Full, Walk Out",Y,Frame,Traditional,Composition,"City Lot, Cul-De-Sac",No,Yes,"Pub Maint, Paved",Y,Forced Air Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
731,405 Belmont Drive,"Raymore, MO 64083",2173423,Map,215000,Cass,Raymore,Canter Ridge,Single Family,Atrium Split,3,2,1,2001,1346,Public Record,893,Public Record,"8,400",Raymore-Peculiar,Y,"Heat Circulator, Electric, Living Room",Y,"Finished, Inside Entrance",Y,Other,,Other,"City Limits, Level",No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
732,401 Meadow Lane,"Raymore, MO 64083",2163965,Map,215000,Cass,Raymore,Lakeview Sub,Single Family,Ranch,3,2,0,1990,1560,RPR,1560,RPR,16553,Raymore-Peculiar,Y,Living Room,Y,Full,Y,Frame,,Wood Shingle,,Unknown,,,Y,Central Electric,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
733,2100 Thunderbird Drive,"Harrisonville, MO 64701",2156036,Map,215000,Cass,Harrisonville,Thunderbird Estates,Single Family,"Ranch, Reverse 1.5 Story",3,3,0,1976,1378,Public Record,900,Other,109X149,Harrisonville,Y,"Basement, Gas Starter, Living Room",Y,"Concrete, Finished, Walk Out",Y,"Brick Trim, Vinyl Siding",Traditional,Composition,"Adjoin Greenspace, City Lot",No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,TRUE,FALSE
734,1113 Elm Circle,"Pleasant Hill, MO 64080",2205067,Map,215000,Cass,Pleasant Hill,Stone Creek,Single Family,Split Entry,3,3,0,2005,964,Other,425,Other,.31 ac,Pleasant Hill,Y,"Gas Starter, Great Room",Y,"Finished, Full",Y,Wood Siding,Traditional,Composition,"Cul-De-Sac, Treed",No,Yes,Pub Maint,Y,Heatpump/Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
735,418 Timbercreek Drive,"Belton, MO 64012",2139948,Map,215000,Cass,Belton,Timbercreek,Single Family,Split Entry,4,3,0,2019,1230,Plans,470,Builder,70X160,Belton,Y,,Y,"Concrete, Finished",Y,Wood Siding,Traditional,Composition,,No,Yes,Pub Maint,Y,Central Electric,Central Electric,City/Public,City/Public,64012,TRUE,FALSE
736,2200 Meadowlark Drive,"Harrisonville, MO 64701",2194570,Map,215000,Cass,Harrisonville,Ridgeview Addition,Single Family,Ranch,3,2,0,1972,1627,Public Record,0,Public Record,100X130,Harrisonville,N,,Y,"Concrete, Full, Garage Entrance",Y,Brick & Frame,Traditional,Composition,"Level, Treed",No,,,Y,"Forced Air Gas, Radiant",Central Electric,City/Public,City/Public,64701,TRUE,FALSE
737,1305 College Hill Street,"Pleasant Hill, MO 64080",2140543,Map,215000,Cass,Pleasant Hill,Other,Single Family,Ranch,3,2,0,1979,1975,Public Record,0,Public Record,1 ac,Pleasant Hill,N,,Y,Full,Y,Brick & Frame,,Composition,,No,,,Y,Forced Air Electric,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
738,501 Bayview Drive,"Raymore, MO 64083",2159337,Map,215000,Cass,Raymore,Lakeshore Place,Single Family,Split Entry,4,3,0,2005,1424,RPR,824,RPR,5 ac,Raymore-Peculiar,Y,Living Room,Y,"Concrete, Finished, Walk Up",Y,Frame,Traditional,Composition,"City Lot, Treed",No,,,Y,"Forced Air Gas, Heat Pump","Attic Fan, Central Electric",City/Public,City/Public,64083,,FALSE
739,13507 E Meadow Drive,"Peculiar, MO 64078",2181429,Map,215000,Cass,Peculiar,Countryside Acres,Single Family,"1.5 Stories, 2 Stories",4,2,0,1973,2275,Public Record,0,Public Record,"104,544",Raymore-Peculiar,Y,"Hearth Room, Insert",Y,"Concrete, Full, Not Finished",Y,Vinyl Siding,Traditional,Composition,"Acreage, Corner Lot, Treed",No,,,Y,Central Electric,Central Electric,City/Public,Septic,64078,FALSE,TRUE
740,18019 S Wilmoth Road,"Pleasant Hill, MO 64080",2169501,Map,215000,Cass,Pleasant Hill,Other,Single Family,Earth Contact,4,2,0,1984,2200,RPR,0,RPR,330X660,Strasburg,Y,"Living Room, Wood Burn Stove",N,,Y,Wood Siding,,Composition,"Acreage, Treed",No,No,,Y,Zoned,Central Electric,City/Public,Septic,64080,TRUE,FALSE
741,104 Horizon Avenue,"Harrisonville, MO 64701",2209081,Map,216000,Cass,Harrisonville,Ryans Addition,Single Family,Side/Side Split,3,2,1,1995,1312,Public Record,572,Public Record,11875,Harrisonville,Y,Living Room,Y,Finished,Y,Metal Siding,,Composition,,Unknown,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
742,713 Taylor Court,"Belton, MO 64012",2161932,Map,216000,Cass,Belton,Bradford Place,Single Family,Ranch,3,2,0,2001,1373,Public Record,600,Owner,"10,790",Belton,Y,Living Room,Y,"Finished, Full, Walk Out",Y,Frame,,Composition,Cul-De-Sac,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
743,16306 Hight Avenue,"Belton, MO 64012",2214029,Map,216500,Cass,Belton,Summerset Hills,Single Family,Split Entry,3,2,1,2001,1284,Public Record,400,Other,8 ac,Belton,Y,Great Room,Y,"Finished, Full, Walk Out",Y,Board/Batten,Traditional,Composition,City Lot,No,Yes,"Pub Maint, Paved",Y,Central Gas,"Attic Fan, Central Electric",City/Public,City/Public,64012,FALSE,TRUE
744,10901 E 234th Terrace,"Peculiar, MO 64078",2208090,Map,217000,Cass,Peculiar,Chadwick Estates,Single Family,Raised Ranch,3,2,1,1986,1426,Other,528,Public Record,"216,058",Raymore-Peculiar,Y,Great Room,Y,Finished,Y,Vinyl Siding,Traditional,Composition,"Acreage, Treed",No,,,Y,Forced Air Gas,Central Electric,City/Public,Septic,64078,FALSE,TRUE
745,7217 163rd Terrace,"Belton, MO 64012",2188142,Map,217000,Cass,Belton,Richmond Park,Single Family,California Split,3,2,0,2004,1531,RPR,0,Other,9083,Belton,Y,"Gas, Great Room",Y,Concrete,Y,Frame,Traditional,Composition,City Lot,No,Yes,Pub Maint,Y,"Forced Air Gas, Heat Pump",Heat Pump,City/Public,City/Public,64012,FALSE,TRUE
746,11410 E 207th Street,"Peculiar, MO 64078",2184833,Map,217000,Cass,Peculiar,Copper Creek,Single Family,Split Entry,4,3,0,2017,1234,Public Record,589,Public Record,7977,Raymore-Peculiar,Y,Living Room,Y,"Full, Stubbed for Bath, Walk Out",Y,"Board/Batten, Stone Veneer",Traditional,Composition,,No,Yes,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
747,11804 E 213th Court,"Peculiar, MO 64078",2217756,Map,217000,Cass,Peculiar,Twin Oaks,Single Family,Split Entry,3,3,0,2004,1277,Public Record,640,Public Record,"8,000",Raymore-Peculiar,Y,"Family Room, Gas",Y,"Egress Window, Finished",Y,Frame,Traditional,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
748,1019 Oak Drive,"Raymore, MO 64083",2150545,Map,217000,Cass,Raymore,Hunters Glen,Single Family,"1.5 Stories, Ranch",3,2,1,1999,2149,Public Record,0,Agent,"13,720",Raymore-Peculiar,Y,Living Room,Y,"Concrete, Full",Y,Board/Batten,,Composition,"City Lot, Level",No,No,Pub Maint,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
749,105 N Park Drive,"Belton, MO 64012",2174942,Map,217000,Cass,Belton,Hargis Gardens,Single Family,Side/Side Split,4,2,0,1957,1378,Appraisal,506,Appraisal,"13,300",Belton,Y,Living Room,N,Concrete,Y,"Concrete, Frame",Traditional,Composition,Corner Lot,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
750,706 S Sunset Lane,"Raymore, MO 64083",2194828,Map,217500,Cass,Raymore,Evan Brook,Single Family,Split Entry,3,3,0,2004,1536,Public Record,768,Public Record,"11,250",Raymore-Peculiar,Y,"Heat Circulator, Gas, Living Room",Y,"Finished, Walk Out",Y,"Board/Batten, Frame",Traditional,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
751,21723 Massa Circle,"Peculiar, MO 64078",2212615,Map,218000,Cass,Peculiar,Tuscany,Single Family,Ranch,3,2,0,2006,1546,Public Record,0,Public Record,6099,Raymore-Peculiar,Y,"Great Room, Master Bedroom",Y,"Daylight, Full, Stubbed for Bath",Y,"Stone Trim, Stucco & Frame",Traditional,Composition,"City Lot, Cul-De-Sac",No,,,Y,Heat Pump,Heat Pump,City/Public,City/Public,64078,FALSE,TRUE
752,9803 E 220th Street,"Peculiar, MO 64078",2188560,Map,218000,Cass,Peculiar,Setter's Pointe,Single Family,Split Entry,3,2,1,2007,1189,Public Record,550,Builder,75X135,Raymore-Peculiar,N,Living Room,Y,"Finished, Walk Out",Y,Frame,,Composition,"City Limits, City Lot",No,Yes,Pub Maint,Y,Heat Pump,Central Electric,City/Public,City/Public,64078,TRUE,FALSE
753,214 Breezeway Lane,"Pleasant Hill, MO 64080",2162304,Map,218000,Cass,Pleasant Hill,Sugarland Estates West,Single Family,Split Entry,4,3,0,1997,1492,Appraisal,477,Appraisal,"15,000",Pleasant Hill,Y,"Gas, Great Room, Kitchen, Living Room, See Through",Y,"Daylight, Finished, Inside Entrance",Y,Frame,Traditional,Composition,Treed,No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64080,FALSE,TRUE
754,505 W Maple Street,"Raymore, MO 64083",2202552,Map,219000,Cass,Raymore,Lakeview Sub,Single Family,Side/Side Split,4,2,0,1983,1753,Appraisal,0,Appraisal,"12,696",Raymore-Peculiar,Y,"Family Room, Masonry",Y,"Concrete, Full",Y,Brick & Frame,Traditional,Composition,"City Limits, City Lot, Level",No,Yes,Pub Maint,Y,Central Gas,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
755,811 Givan Court,"Belton, MO 64012",2169894,Map,219500,Cass,Belton,Bradford Place,Single Family,Front/Back Split,4,2,1,2000,1435,Public Record,779,Public Record,9960,Belton,Y,Living Room,Y,Walk Out,Y,Board/Batten,Traditional,Composition,Cul-De-Sac,Unknown,,,Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
756,16314 Slater Avenue,"Belton, MO 64012",2202279,Map,219900,Cass,Belton,Summerset Hills,Single Family,"Side/Side Split, Split Entry",3,2,1,1999,1200,RPR,500,RPR,115X70,Belton,Y,"Gas, Great Room",Y,"Daylight, Finished, Walk Out",Y,"Frame, Lap",Traditional,Composition,City Lot,No,,,Y,"Forced Air Gas, Natural Gas",Central Electric,City/Public,City/Public,64012,TRUE,FALSE
757,15910 Ryan Drive,"Belton, MO 64012",2201494,Map,219900,Cass,Belton,Georgia Place,Single Family,1.5 Stories,4,2,1,1998,1773,RPR,1156,RPR,8580,Belton,Y,"Hearth Room, Living Room",Y,"Daylight, Full, Not Finished",Y,"Board/Batten, Frame",Traditional,Composition,,No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
758,114 N Sivley Street,"Peculiar, MO 64078",2200532,Map,219900,Cass,Peculiar,Carriage Meadows,Single Family,Ranch,2,2,0,2020,1269,Plans,0,Plans,"5,803",Raymore-Peculiar,N,,Y,"Egress Window, Not Finished, Stubbed for Bath",Y,Wood Siding,Traditional,Composition,,No,Yes,"Pub Maint, Paved",Y,Central Electric,Central Electric,City/Public,City/Public,64078,FALSE,TRUE
759,414 Spring Branch Drive,"Raymore, MO 64083",2187851,Map,219900,Cass,Raymore,Madison Creek,Single Family,"Atrium Split, Side/Side Split",3,2,1,1990,1396,Public Record,350,Other,13000,Raymore-Peculiar,Y,"Family Room, Gas",Y,"Daylight, Finished, Walk Out",Y,Frame,Traditional,Composition,"City Lot, Corner Lot",No,,,Y,"Forced Air Gas, Heat Pump","Central Electric, Heat Pump",City/Public,City/Public,64083,FALSE,TRUE
760,800 Canter Street,"Raymore, MO 64083",2212714,Map,220000,Cass,Raymore,Canter Ridge,Single Family,Atrium Split,4,2,1,2000,1379,Public Record,893,Public Record,10353,Raymore-Peculiar,Y,"Gas, Living Room",Y,"Egress Window, Finished, Walk Out",Y,Board/Batten,Traditional,Composition,"City Lot, Corner Lot",Yes,,,Y,"Central Gas, Forced Air Gas","Attic Fan, Central Electric",City/Public,City/Public,64083,FALSE,TRUE
761,109 E Heritage Drive,"Raymore, MO 64083",2214309,Map,220000,Cass,Raymore,Cumberland Hills,Single Family,Split Entry,3,2,1,1996,1300,Other,537,Other,11600,Raymore-Peculiar,Y,Great Room,Y,"Concrete, Finished, Garage Entrance",Y,Frame,Traditional,Composition,"City Limits, Level, Treed",No,,,Y,Central Electric,Central Electric,City/Public,City/Public,64083,FALSE,TRUE
762,29807 S Zellmer Road,"Archie, MO 64725",2180467,Map,220000,Cass,Archie,Other,Single Family,1.5 Stories,3,2,0,1940,1240,Owner,0,Public Record,522720,Harrisonville,N,,Y,"Block, Concrete, Not Finished",N,Vinyl Siding,Traditional,Composition,"Acreage, Pond(s), Treed, Wooded",No,No,Gravel,Y,Central Gas,Central Electric,City/Public,Septic,64725,FALSE,TRUE
763,815 S Park Drive,"Raymore, MO 64083",2220494,Map,220000,Cass,Raymore,Evan Brook,Single Family,Side/Side Split,3,3,0,1993,1312,Public Record,384,Other,"17,496",Raymore-Peculiar,Y,"Family Room, Gas Starter",Y,"Finished, Walk Out",Y,Frame,Traditional,Composition,"Cul-De-Sac, Treed",No,,,Y,Forced Air Gas,"Attic Fan, Central Electric",City/Public,City/Public,64083,FALSE,TRUE
764,706 Charles Circle,"Belton, MO 64012",2211832,Map,220000,Cass,Belton,Traditions,Single Family,Split Entry,3,2,0,2018,1223,Public Record,436,Public Record,.18 ac,Raymore-Peculiar,Y,"Gas, Great Room, Zero Clearance",Y,"Egress Window, Partial, Stubbed for Bath",Y,"Frame, Wood Siding",Traditional,Composition,"City Limits, City Lot, Cul-De-Sac",No,Yes,"Pub Maint, Paved",Y,Central Gas,Central Electric,City/Public,City/Public,64012,FALSE,TRUE
765,18822 S School Road,"Other, MO 64083",2200792,Map,220000,Cass,Other,Raymore,Single Family,Ranch,2,1,0,1961,924,Public Record,0,Other,3 ac,Raymore-Peculiar,N,,Y,"Concrete, Not Finished, Walk Up",N,Board/Batten,Traditional,Composition,"Acreage, Treed",No,No,Paved,Y,Central Electric,Central Electric,Rural,Septic,64083,FALSE,TRUE
766,400 James Street,"Harrisonville, MO 64701",2196138,Map,220000,Cass,Harrisonville,Beckerdites,Single Family,Ranch,2,3,0,1968,1812,Public Record,1812,Public Record,"31,668",Harrisonville,Y,Living Room,Y,"Finished, Full, Inside Entrance",Y,Brick & Frame,Tudor,Composition,,No,,,Y,Forced Air Gas,Central Electric,City/Public,City/Public,64701,FALSE,TRUE
